cohort,TOT,AB,MFH,SFH,TH
1886,30.815860701383524,25.185200036456312,17.06767449997697,46.364832654784806,33.1739956288921
1887,30.72922218284386,25.09784365663407,17.00736467354854,46.26418267915624,33.08779758616509
1888,30.641004043100054,25.008546817040564,16.94594104035298,46.16217906019152,33.00017842343651
1889,30.551190504918104,24.917268995288783,16.883403425934844,46.058821714994686,32.91113745422876
1890,30.45976497549685,24.823967646569713,16.81975163739397,45.95411054978854,32.82067392646436
1891,30.36671001234647,24.72859812656855,16.75498546146005,45.8480454584905,32.7287870162555
1892,30.272007288725156,24.631113614396593,16.689104662369463,45.740626321103036,32.63547582111217
1893,30.17563755877331,24.531465036006786,16.62210897952432,45.63185300189404,32.54073935251542
1894,30.077580622509124,24.42960098863205,16.553998124911857,45.52172534734016,32.444576527797025
1895,29.97781529087588,24.32546766686379,16.484771780260207,45.41024318380218,32.3469861612621
1896,29.87631935106053,24.219008791074266,16.41442959390419,45.297406314897806,32.24796695448485
1897,29.773069532336073,24.11016553898087,16.342971177332277,45.18321451853245,32.14751748570213
1898,29.668041472714922,23.9988764812536,16.270396101382854,45.06766754354376,32.045636198221686
1899,29.561209686739993,23.885077522179174,16.196703892055417,44.95076510590996,31.942321387756028
1900,29.45254753478157,23.768701846516798,16.12189402589828,44.8325068844652,31.83757118858335
1901,29.3420271942542,23.649679873812023,16.045965924931362,44.71289251605855,31.73138355842947
1902,29.229619633216117,23.527939221575707,15.968918951058463,44.5919215900843,31.623756261954636
1903,29.115294586866607,23.40340467888577,15.890752399918917,44.46959364230237,31.51468685271922
1904,28.999020537512244,23.275998192129386,15.8114654941243,44.3459081478573,31.404172653491127
1905,28.88076469863165,23.14563886477171,15.731057375820411,44.22086451339207,31.292210734745918
1906,28.76049300373028,23.012242973214285,15.649527098509385,44.09446206814012,31.178797891197547
1907,28.638170100740677,22.875724000989834,15.566873618060798,43.96670005386368,31.063930616183914
1908,28.5137593527897,22.73599269372943,15.48309578283418,43.8375776134898,30.947605073716122
1909,28.387222846220926,22.592957137530476,15.398192322828281,43.70709377827622,30.829817067984226
1910,28.258521406827363,22.4465228635472,15.312161837764783,43.57524745331803,30.71056201009459
1911,28.12761462531588,22.296592981816545,15.225002784006264,43.44203740118154,30.58983488179532
1912,27.994460893087044,22.14306834751671,15.136713460198953,43.307462223424736,30.467630195925675
1913,27.859017449473384,21.985847763029447,15.047291991521776,43.171520339733014,30.3439419533039
1914,27.721240441630442,21.824828219334137,14.956736312412646,43.03420996436399,30.218763595744253
1915,27.58108499831796,21.65990518039553,14.865044147632346,42.895529079556574,30.092087954869353
1916,27.438505318838835,21.490972914310124,14.772212991514412,42.755475405515455,29.963907196357205
1917,27.293454778418255,21.317924875039868,14.678240085237231,42.61404636653251,29.834212759233612
1918,27.14588605130135,21.14065413857625,14.58312239194124,42.47123905275179,29.702995289791048
1919,26.995751252818746,20.959053897332254,14.486856569500173,42.32705017702128,29.570244569682533
1920,26.843002101613283,20.773018016441846,14.389438940740614,42.181476026204976,29.435949437705695
1921,26.68759010313061,20.582441655444022,14.290865460888613,42.03451240624958,29.300097704756382
1922,26.52946675534685,20.38722195852641,14.191131682006029,41.88615458021112,29.16267606139438
1923,26.368583777532344,20.187258816089077,14.090232714162616,41.73639719834711,29.023669977424575
1924,26.20489336262499,19.98245569984567,13.988163183072656,41.58523421926773,28.883063592857255
1925,26.038348453504543,19.772720572993983,13.884917183907554,41.43265882101371,28.740839599569593
1926,25.868903043114607,19.55796687614586,13.780488230978202,41.27866330078756,28.596979112948862
1927,25.69651249796557,19.338114588695202,13.674869202963702,41.12323896190648,28.45146153275517
1928,25.521133904066712,19.113091364112364,13.568052283346198,40.966375986368334,28.304264392400004
1929,25.342726433773514,18.882833736274787,13.46002889569581,40.80806329122387,28.155363195795722
1930,25.161251731396106,18.64728839237545,13.350789633435552,40.64828836672625,28.00473124089238
1931,24.976674314696897,18.406413506192575,13.240324183704214,40.48703709398246,27.852339428982837
1932,24.789517448185055,18.160563770452207,13.12972153136207,40.32414548201311,27.6988916593067
1933,24.603074303154575,17.912000109122733,13.025569782202767,40.15870725314493,27.54876577819924
1934,24.41784617523305,17.66103680617656,12.928952132452178,39.99055420156483,27.402656309725693
1935,24.23377942469585,17.407612569564183,12.839849269545095,39.819663622398345,27.260518010874982
1936,24.050822395641344,17.15167825205922,12.758239517266219,39.646009928333534,27.122301200678343
1937,23.86892568644725,16.89319814658091,12.684098537661784,39.46956428893814,26.987951326961586
1938,23.6880424004411,16.632151283218167,12.617398995206186,39.2902942258851,26.85740849231013
1939,23.508128367857466,16.36853271061019,12.558110178592846,39.10816315892609,26.730606935835773
1940,23.329142329091965,16.102354742314574,12.506197575003673,38.92312989690585,26.60747446715416
1941,23.15104606823558,15.833648146928796,12.461622391154176,38.73514806751832,26.487931848820114
1942,22.973804484916727,15.562463259108846,12.424341014813091,38.54416547887319,26.371892123332305
1943,22.797385591631272,15.288870987337688,12.394304409858835,38.35012340526905,26.259259880722063
1944,22.621760423042396,15.012963693426505,12.37145743726535,38.15295578886291,26.149930462695405
